category.name,category.desc,project.name,project.link,link.git,project.desc
Imagery,Integrated development environments that try to simplify several aspects of development.,TwelveMonkeys,https://github.com/haraldk/TwelveMonkeys,true,Collection of plugins that extend the number of supported image file formats.
Imagery,Integrated development environments that try to simplify several aspects of development.,ZXing,https://github.com/zxing/zxing,true,Multi-format 1D/2D barcode image processing library.
Imagery,Integrated development environments that try to simplify several aspects of development.,image-comparison,https://github.com/romankh3/image-comparison,true,Library that compares 2 images with the same sizes and shows the differences visually by drawing rectangles. Some parts of the image can be excluded from the comparison. Can be used for automation qa tests.
Introspection,Libraries that help make the Java introspection and reflection API easier and faster to use.,ClassGraph,https://github.com/classgraph/classgraph,true,ClassGraph
Introspection,Libraries that help make the Java introspection and reflection API easier and faster to use.,jOOR,https://github.com/jOOQ/jOOR,true,jOOR stands for jOOR Object Oriented Reflection. It is a simple wrapper for the java.lang.reflect package.
Introspection,Libraries that help make the Java introspection and reflection API easier and faster to use.,Mirror,http://projetos.vidageek.net/mirror/mirror/,false,"Mirror was created to bring light to a simple problem, usually named ReflectionUtil, which is on almost all projects that rely on reflection to do advanced tasks."
Introspection,Libraries that help make the Java introspection and reflection API easier and faster to use.,Objenesis,http://objenesis.org,false,"Allows dynamic instantiation without default constructor, e.g. constructors which have required arguments, side effects or throw exceptions."
Introspection,Libraries that help make the Java introspection and reflection API easier and faster to use.,ReflectASM,https://github.com/EsotericSoftware/reflectasm,true,ReflectASM is a very small Java library that provides high performance reflection by using code generation.
Introspection,Libraries that help make the Java introspection and reflection API easier and faster to use.,Reflections,https://github.com/ronmamo/reflections,true,"Reflections scans your classpath, indexes the metadata, allows you to query it on runtime and may save and collect that information for many modules within your project."
Job Scheduling,Libraries for scheduling background jobs.,JobRunr,https://github.com/jobrunr/jobrunr,true,"Job scheduling library which utilizes lambdas for fire-and-forget, delayed and recurring jobs. Guarantees execution by single scheduler instance using optimistic locking. Has features for persistence, minimal dependencies and is embeddable."
Job Scheduling,Libraries for scheduling background jobs.,Quartz,https://github.com/quartz-scheduler/quartz,true,"Feature-rich, open source job scheduling library that can be integrated within virtually any Java application."
Job Scheduling,Libraries for scheduling background jobs.,Sundial,https://github.com/knowm/Sundial,true,"Lightweight framework to simply define jobs, define triggers and start the scheduler."
Job Scheduling,Libraries for scheduling background jobs.,Wisp,https://github.com/Coreoz/Wisp,true,Simple library with minimal footprint and straightforward API.
Job Scheduling,Libraries for scheduling background jobs.,db-scheduler,https://github.com/kagkarlsson/db-scheduler,true,Persistent and cluster-friendly scheduler.
Job Scheduling,Libraries for scheduling background jobs.,easy-batch,https://github.com/j-easy/easy-batch,true,"Set up batch jobs with simple processing pipelines. Records are read in sequence from a data source, processed in pipeline and written in batches to a data sink."
Job Scheduling,Libraries for scheduling background jobs.,shedlock,https://github.com/lukas-krecan/ShedLock,true,"Makes sure that your scheduled tasks are executed at most once at the same time. If a task is being executed on one node, it acquires a lock which prevents execution of the same task from another node or thread."
JSON,Libraries for serializing and deserializing JSON to and from Java objects.,DSL-JSON,https://github.com/ngs-doo/dsl-json,true,JSON library with advanced compile time databinding.
JSON,Libraries for serializing and deserializing JSON to and from Java objects.,Genson,http://genson.io,false,Powerful and easy-to-use Java-to-JSON conversion library.
JSON,Libraries for serializing and deserializing JSON to and from Java objects.,Gson,https://github.com/google/gson,true,Serializes objects to JSON and vice versa. Good performance with on-the-fly usage.
JSON,Libraries for serializing and deserializing JSON to and from Java objects.,HikariJSON,https://github.com/brettwooldridge/HikariJSON,true,"High-performance JSON parser, 2x faster than Jackson."
JSON,Libraries for serializing and deserializing JSON to and from Java objects.,jackson-modules-java8,https://github.com/FasterXML/jackson-modules-java8,true,Set of Jackson modules for Java 8 datatypes and features.
JSON,Libraries for serializing and deserializing JSON to and from Java objects.,Jackson-datatype-money,https://github.com/zalando/jackson-datatype-money,true,Open-source Jackson module to support JSON serialization and deserialization of JavaMoney data types.
JSON,Libraries for serializing and deserializing JSON to and from Java objects.,Jackson,https://github.com/FasterXML/jackson,true,"Similar to GSON, but offers performance gains if you need to instantiate the library more often."
JSON,Libraries for serializing and deserializing JSON to and from Java objects.,JSON-io,https://github.com/jdereg/json-io,true,Convert Java to JSON. Convert JSON to Java. Pretty print JSON. Java JSON serializer.
JSON,Libraries for serializing and deserializing JSON to and from Java objects.,jsoniter,http://jsoniter.com,false,Fast and flexible library with iterator and lazy parsing API.
JSON,Libraries for serializing and deserializing JSON to and from Java objects.,LoganSquare,https://github.com/bluelinelabs/LoganSquare,true,JSON parsing and serializing library based on Jackson's streaming API. Outperforms GSON & Jackson's library.
JSON,Libraries for serializing and deserializing JSON to and from Java objects.,Moshi,https://github.com/square/moshi,true,"Modern JSON library, less opinionated and uses built-in types like List and Map."
JSON,Libraries for serializing and deserializing JSON to and from Java objects.,Yasson,https://github.com/eclipse-ee4j/yasson,true,Binding layer between classes and JSON documents similar to JAXB.
JSON,Libraries for serializing and deserializing JSON to and from Java objects.,fastjson,https://github.com/alibaba/fastjson,true,Very fast processor with no additional dependencies and full data binding.
JSON,Libraries for serializing and deserializing JSON to and from Java objects.,Jolt,https://github.com/bazaarvoice/jolt,true,JSON to JSON transformation tool.
JSON,Libraries for serializing and deserializing JSON to and from Java objects.,JsonPath,https://github.com/json-path/JsonPath,true,Extract data from JSON using XPATH-like syntax.
JSON,Libraries for serializing and deserializing JSON to and from Java objects.,JsonSurfer,https://github.com/jsurfer/JsonSurfer,true,Streaming JsonPath processor dedicated to processing big and complicated JSON data.
JVM and JDK,Libraries for serializing and deserializing JSON to and from Java objects.,Adopt Open JDK,https://adoptopenjdk.net,false,"Community-driven OpenJDK builds, including both HotSpot and OpenJ9."
JVM and JDK,Libraries for serializing and deserializing JSON to and from Java objects.,Avian,https://github.com/ReadyTalk/avian,true,"JVM with JIT, AOT modes and iOS port."
JVM and JDK,Libraries for serializing and deserializing JSON to and from Java objects.,Corretto,https://aws.amazon.com/corretto/,false,"No-cost, multiplatform, production-ready distribution of OpenJDK by Amazon."
JVM and JDK,Libraries for serializing and deserializing JSON to and from Java objects.,Dragonwell8,https://github.com/alibaba/dragonwell8,true,"Downstream version of OpenJDK optimized for online e-commerce, financial, logistics applications."
JVM and JDK,Libraries for serializing and deserializing JSON to and from Java objects.,Graal,https://github.com/oracle/graal,true,Polyglot embeddable JVM.
JVM and JDK,Libraries for serializing and deserializing JSON to and from Java objects.,Liberica JDK,https://bell-sw.com,false,"Built from OpenJDK, thoroughly tested and passed the JCK."
JVM and JDK,Libraries for serializing and deserializing JSON to and from Java objects.,OpenJ9,https://github.com/eclipse/openj9,true,"High performance, enterprise-calibre, flexibly licensed, openly-governed cross-platform JVM extending and augmenting the runtime technology components from the Eclipse OMR and OpenJDK project."
JVM and JDK,Libraries for serializing and deserializing JSON to and from Java objects.,Open JDK,https://openjdk.java.net,false,Open JDK community home.
JVM and JDK,Libraries for serializing and deserializing JSON to and from Java objects.,ParparVM,https://github.com/codenameone/CodenameOne/tree/master/vm,true,"VM with non-blocking, concurrent GC for iOS."
JVM and JDK,Libraries for serializing and deserializing JSON to and from Java objects.,RedHat Open JDK,https://developers.redhat.com/products/openjdk/overview,false,RedHat's OpenJDK distribution.
JVM and JDK,Libraries for serializing and deserializing JSON to and from Java objects.,SAP Machine,https://sap.github.io/SapMachine/,false,"SAP's no-cost, rigorously tested and JCK-verified OpenJDK friendly fork."
JVM and JDK,Libraries for serializing and deserializing JSON to and from Java objects.,Zulu,https://www.azul.com/products/zulu-community/,false,"OpenJDK builds for Windows, Linux, and macOS."
Logging,Libraries that log the behavior of an application.,Apache Log4j 2,https://logging.apache.org/log4j/,false,Complete rewrite with a powerful plugin and configuration architecture.
Logging,Libraries that log the behavior of an application.,Graylog,https://www.graylog.org,false,Open-source aggregator suited for extended role and permission management.
Logging,Libraries that log the behavior of an application.,Kibana,https://www.elastic.co/kibana,false,Analyzes and visualizes log files. Some features require payment.
Logging,Libraries that log the behavior of an application.,Logback,http://logback.qos.ch,false,Robust logging library with interesting configuration options via Groovy.
Logging,Libraries that log the behavior of an application.,Logbook,https://github.com/zalando/logbook,true,"Extensible, open-source library for HTTP request and response logging."
Logging,Libraries that log the behavior of an application.,Logstash,https://www.elastic.co/logstash,false,Tool for managing log files.
Logging,Libraries that log the behavior of an application.,p6spy,https://github.com/p6spy/p6spy,true,Enables logging for all JDBC transactions without changes to the code.
Logging,Libraries that log the behavior of an application.,SLF4J,http://www.slf4j.org,false,Abstraction layer/simple logging facade.
Logging,Libraries that log the behavior of an application.,tinylog,https://tinylog.org/v2/,false,Lightweight logging framework with static logger class.
Logging,Libraries that log the behavior of an application.,OpenTracing Toolbox,https://github.com/zalando/opentracing-toolbox,true,Collection of libraries that build on top of OpenTracing and provide extensions and plugins to existing instrumentations.
Machine Learning,Tools that provide specific statistical algorithms for learning from data.,Apache Flink,https://flink.apache.org,false,"Fast, reliable, large-scale data processing engine."
Machine Learning,Tools that provide specific statistical algorithms for learning from data.,Apache Mahout,https://mahout.apache.org,false,"Scalable algorithms focused on collaborative filtering, clustering and classification."
Machine Learning,Tools that provide specific statistical algorithms for learning from data.,DatumBox,http://www.datumbox.com,false,Provides several algorithms and pre-trained models for natural language processing.
Machine Learning,Tools that provide specific statistical algorithms for learning from data.,Deeplearning4j,https://deeplearning4j.org,false,Distributed and multi-threaded deep learning library.
Machine Learning,Tools that provide specific statistical algorithms for learning from data.,JSAT,https://github.com/EdwardRaff/JSAT,true,"Algorithms for pre-processing, classification, regression, and clustering with support for multi-threaded execution."
Machine Learning,Tools that provide specific statistical algorithms for learning from data.,Oryx 2,https://github.com/OryxProject/oryx,true,"Framework for building real-time, large-scale machine learning applications. Includes end-to-end applications for collaborative filtering, classification, regression, and clustering."
Machine Learning,Tools that provide specific statistical algorithms for learning from data.,Siddhi,https://github.com/siddhi-io/siddhi,true,Cloud native streaming and complex event processing engine.
Machine Learning,Tools that provide specific statistical algorithms for learning from data.,Smile,https://github.com/haifengl/smile,true,Statistical Machine Intelligence and Learning Engine provides a set of machine learning algorithms and a visualization library.
Machine Learning,Tools that provide specific statistical algorithms for learning from data.,Weka,https://www.cs.waikato.ac.nz/ml/weka/,false,Collection of algorithms for data mining tasks ranging from pre-processing to visualization.
Messaging,Tools that help send messages between clients to ensure protocol independency.,Aeron,https://github.com/real-logic/Aeron,true,"Efficient, reliable, unicast and multicast message transport."
Messaging,Tools that help send messages between clients to ensure protocol independency.,Apache ActiveMQ,https://activemq.apache.org,false,Message broker that implements JMS and converts synchronous to asynchronous communication.
Messaging,Tools that help send messages between clients to ensure protocol independency.,Apache Camel,https://camel.apache.org,false,Glues together different transport APIs via Enterprise Integration Patterns.
Messaging,Tools that help send messages between clients to ensure protocol independency.,Apache Kafka,https://kafka.apache.org,false,High-throughput distributed messaging system.
Messaging,Tools that help send messages between clients to ensure protocol independency.,Apache Pulsar,https://pulsar.apache.org,false,Distributed pub/sub-messaging system.
Messaging,Tools that help send messages between clients to ensure protocol independency.,Apache RocketMQ,https://rocketmq.apache.org,false,"Fast, reliable, and scalable distributed messaging platform."
Messaging,Tools that help send messages between clients to ensure protocol independency.,Apache Qpid,https://qpid.apache.org,false,Apache Qpid makes messaging tools that speak AMQP and support many languages and platforms.
Messaging,Tools that help send messages between clients to ensure protocol independency.,EventBus,https://github.com/greenrobot/EventBus,true,Simple publish/subscribe event bus.
Messaging,Tools that help send messages between clients to ensure protocol independency.,Hermes,http://hermes.allegro.tech,false,Fast and reliable message broker built on top of Kafka.
Messaging,Tools that help send messages between clients to ensure protocol independency.,JeroMQ,https://github.com/zeromq/jeromq,true,Implementation of ZeroMQ.
Messaging,Tools that help send messages between clients to ensure protocol independency.,Nakadi,https://github.com/zalando/nakadi,true,Provides a RESTful API on top of Kafka.
Messaging,Tools that help send messages between clients to ensure protocol independency.,RabbitMQ Java client,https://github.com/rabbitmq/rabbitmq-java-client,true,RabbitMQ client.
Messaging,Tools that help send messages between clients to ensure protocol independency.,Smack,https://github.com/igniterealtime/Smack,true,Cross-platform XMPP client library.
Messaging,Tools that help send messages between clients to ensure protocol independency.,NATS client,https://github.com/nats-io/nats.java,true,NATS client.
Microservice,Tools for creating and managing microservices.,Apollo,https://spotify.github.io/apollo/,false,Libraries for writing composable microservices.
Microservice,Tools for creating and managing microservices.,Armeria,https://github.com/line/armeria,true,"Asynchronous RPC/REST client/server library built on top of Java 8, Netty, HTTP/2, Thrift and gRPC."
Microservice,Tools for creating and managing microservices.,consul-api,https://github.com/Ecwid/consul-api,true,"Client for the Consul API: a distributed, highly available and datacenter-aware registry/discovery service."
Microservice,Tools for creating and managing microservices.,Eureka,https://github.com/Netflix/eureka,true,REST-based service registry for resilient load balancing and failover.
Microservice,Tools for creating and managing microservices.,Helidon,https://helidon.io,false,Two-style approach for writing microservices: Functional-reactive and as an implementation of MicroProfile.
Microservice,Tools for creating and managing microservices.,Micronaut,https://micronaut.io,false,"Modern full-stack framework with focus on modularity, minimal memory footprint and startup time."
Microservice,Tools for creating and managing microservices.,Nacos,https://nacos.io,false,"Dynamic service discovery, configuration and service management platform for building cloud native applications."
Microservice,Tools for creating and managing microservices.,Quarkus,https://quarkus.io,false,Kubernetes stack tailored for the HotSpot and Graal VM.
Microservice,Tools for creating and managing microservices.,Sentinel,https://github.com/alibaba/Sentinel,true,"Flow control component enabling reliability, resilience and monitoring for microservices."
Miscellaneous,Everything else.,CQEngine,https://github.com/npgall/cqengine,true,"Ultra-fast, SQL-like queries on Java collections."
Miscellaneous,Everything else.,Design Patterns,https://github.com/iluwatar/java-design-patterns,true,Implementation and explanation of the most common design patterns.
Miscellaneous,Everything else.,FF4J,https://github.com/ff4j/ff4j,true,Feature Flags for Java.
Miscellaneous,Everything else.,FizzBuzz Enterprise Edition,https://github.com/EnterpriseQualityCoding/FizzBuzzEnterpriseEdition,true,No-nonsense implementation of FizzBuzz made by serious businessmen for serious business purposes.
Miscellaneous,Everything else.,J2ObjC,https://github.com/google/j2objc,true,Java-to-Objective-C translator for porting Android libraries to iOS.
Miscellaneous,Everything else.,JavaCV,https://github.com/bytedeco/javacv,true,"Java interface to OpenCV, FFmpeg, and more."
Miscellaneous,Everything else.,JBake,https://jbake.org,false,Static website generator.
Miscellaneous,Everything else.,JBot,https://github.com/rampatra/jbot,true,Framework for building chatbots.
Miscellaneous,Everything else.,JCuda,http://jcuda.org,false,JCuda offers Java bindings for CUDA and CUDA-related libraries.
Miscellaneous,Everything else.,Jimfs,https://github.com/google/jimfs,true,In-memory file system.
Miscellaneous,Everything else.,Joda-Money,https://www.joda.org/joda-money/,false,Basic currency and money classes and algorithms not provided by the JDK.
Miscellaneous,Everything else.,JPad,http://jpad.io,false,Snippet runner.
Miscellaneous,Everything else.,Maven Wrapper,https://github.com/takari/maven-wrapper,true,"Analogue of Gradle Wrapper for Maven, allows building projects without installing maven."
Miscellaneous,Everything else.,Membrane Service Proxy,https://github.com/membrane/service-proxy,true,"Open-source, reverse-proxy framework."
Miscellaneous,Everything else.,MinimalFTP,https://github.com/Guichaguri/MinimalFTP,true,"Lightweight, small and customizable FTP server."
Miscellaneous,Everything else.,Modern Java,A Guide to Java 8,false,""
Miscellaneous,Everything else.,Modernizer,https://github.com/gaul/modernizer-maven-plugin,true,Detect uses of legacy Java APIs.
Miscellaneous,Everything else.,OctoLinker,https://github.com/OctoLinker/OctoLinker,true,Browser extension which allows to navigate through code on GitHub more efficiently.
Miscellaneous,Everything else.,OpenRefine,http://openrefine.org,false,"Tool for working with messy data: cleaning, transforming, extending it with web services and linking it to databases."
Miscellaneous,Everything else.,PipelinR,https://github.com/sizovs/pipelinr,true,Small utility library for using handlers and commands with pipelines.
Miscellaneous,Everything else.,Polyglot for Maven,https://github.com/takari/polyglot-maven,true,Extensions for Maven 3.3.1+ that allows writing the POM model in dialects other than XML.
Miscellaneous,Everything else.,Simple Java Mail,https://github.com/bbottema/simple-java-mail,true,Mailing with a clean and fluent API.
Miscellaneous,Everything else.,Smooks,https://github.com/smooks/smooks,true,"Extensible framework for building applications that process data which means bindings, transformations, message processing and enrichment."
Miscellaneous,Everything else.,Togglz,https://www.togglz.org,false,Implementation of the Feature Toggles pattern.
Miscellaneous,Everything else.,TypeTools,https://github.com/jhalterman/typetools,true,Tools for resolving generic types.
Miscellaneous,Everything else.,XMLBeam,https://github.com/SvenEwald/xmlbeam,true,Processes XML by using annotations or XPath within code.
Miscellaneous,Everything else.,yGuard,https://github.com/yWorks/yGuard,true,Obfuscation via renaming and shrinking.
Mobile Development,Tools for creating or managing mobile applications.,Codename One,https://www.codenameone.com,false,Cross-platform solution for writing native mobile apps.
Mobile Development,Tools for creating or managing mobile applications.,MobileUI,https://mobileui.dev,false,Cross-platform framework for developing mobile apps with native UI in Java and Kotlin.
Mobile Development,Tools for creating or managing mobile applications.,Multi-OS Engine,https://multi-os-engine.org,false,"Open-source, cross-platform engine to develop native mobile"
Monitoring,Tools that monitor applications in production.,Automon,https://github.com/stevensouza/automon,true,Combines the power of AOP with monitoring and/or logging tools.
Monitoring,Tools that monitor applications in production.,Failsafe Actuator,https://github.com/zalando/failsafe-actuator,true,Out of the box monitoring of Failsafe Circuit Breaker in Spring-Boot environment.
Monitoring,Tools that monitor applications in production.,Glowroot,https://glowroot.org,false,Open-source Java APM.
Monitoring,Tools that monitor applications in production.,inspectIT,https://www.inspectit.rocks,false,Captures detailed run-time information via hooks that can be changed on the fly. It supports tracing over multiple systems via the OpenTracing API and can correlate the data with end user monitoring.
Monitoring,Tools that monitor applications in production.,JavaMelody,https://github.com/javamelody/javamelody,true,Performance monitoring and profiling.
Monitoring,Tools that monitor applications in production.,Jaeger client,https://github.com/jaegertracing/jaeger-client-java,true,Jaeger client.
Monitoring,Tools that monitor applications in production.,jmxtrans,https://github.com/jmxtrans/jmxtrans,true,"Connect to multiple JVMs and query them for their attributes via JMX. Its query language is based on JSON, which allows non-Java programmers to access the JVM attributes. Supports different output writes, including Graphite, Ganglia, and StatsD."
Monitoring,Tools that monitor applications in production.,Jolokia,https://jolokia.org,false,JMX over REST.
Monitoring,Tools that monitor applications in production.,Metrics,https://github.com/dropwizard/metrics,true,Expose metrics via JMX or HTTP and send them to a database.
Monitoring,Tools that monitor applications in production.,nudge4j,https://github.com/lorenzoongithub/nudge4j,true,Remote developer console from the browser for Java 8 via bytecode injection.
Monitoring,Tools that monitor applications in production.,Pinpoint,https://github.com/naver/pinpoint,true,Open-source APM tool.
Monitoring,Tools that monitor applications in production.,Prometheus,https://github.com/prometheus/client_java,true,"Provides a multi-dimensional data model, DSL, autonomous server nodes and much more."
Monitoring,Tools that monitor applications in production.,Stagemonitor,https://github.com/stagemonitor/stagemonitor,true,Open-source performance monitoring and transaction tracing for JVM apps.
Monitoring,Tools that monitor applications in production.,Sysmon,https://github.com/palantir/Sysmon,true,Lightweight platform monitoring tool for Java VMs.
Monitoring,Tools that monitor applications in production.,zipkin,https://zipkin.io,false,Distributed tracing system which gathers timing data needed to troubleshoot latency problems in microservice architectures.
Native,Tools that monitor applications in production.,JavaCPP,https://github.com/bytedeco/javacpp,true,Provides efficient and easy access to native C++.
Native,Tools that monitor applications in production.,JNA,https://github.com/java-native-access/jna,true,Work with native libraries without writing JNI. Also provides interfaces to common system libraries.
Native,Tools that monitor applications in production.,JNR,https://github.com/jnr/jnr-ffi,true,"Work with native libraries without writing JNI. Also provides interfaces to common system libraries. Same goals as JNA, but faster, and serves as the basis for the upcoming"
Natural Language Processing,Libraries that specialize in processing text.,CogCompNLP,https://github.com/CogComp/cogcomp-nlp,true,Provides common annotators for plain text input.
Natural Language Processing,Libraries that specialize in processing text.,CoreNLP,https://nlp.stanford.edu/software/corenlp.shtml,false,"Provides a set of fundamental tools for tasks like tagging, named entity recognition, and sentiment analysis."
Natural Language Processing,Libraries that specialize in processing text.,DKPro,https://dkpro.github.io,false,"Collection of reusable NLP tools for linguistic pre-processing, machine learning, lexical resources, etc."
Natural Language Processing,Libraries that specialize in processing text.,LingPipe,http://alias-i.com/lingpipe/,false,Toolkit for tasks ranging from POS tagging to sentiment analysis.
Networking,Libraries for building network servers.,Comsat,https://github.com/puniverse/comsat,true,Integrates standard Java web-related APIs with Quasar fibers and actors.
Networking,Libraries for building network servers.,Dubbo,https://github.com/apache/dubbo,true,High-performance RPC framework.
Networking,Libraries for building network servers.,Grizzly,https://javaee.github.io/grizzly/,false,NIO framework. Used as a network layer in Glassfish.
Networking,Libraries for building network servers.,gRPC,https://github.com/grpc/grpc-java,true,RPC framework based on protobuf and HTTP/2.
Networking,Libraries for building network servers.,KryoNet,https://github.com/EsotericSoftware/kryonet,true,Provides a clean and simple API for efficient TCP and UDP client/server network communication using NIO and Kryo.
Networking,Libraries for building network servers.,MINA,https://mina.apache.org,false,"Abstract, event-driven async I/O API for network operations over TCP/IP and UDP/IP via Java NIO."
Networking,Libraries for building network servers.,Netty,https://netty.io,false,Framework for building high-performance network applications.
Networking,Libraries for building network servers.,Drift,https://github.com/airlift/drift,true,"Easy-to-use, annotation-based library for creating Thrift clients and serializable types."
Networking,Libraries for building network servers.,ServiceTalk,https://github.com/apple/servicetalk,true,Framework built on Netty with APIs tailored to specific protocols and support for multiple programming paradigms.
Networking,Libraries for building network servers.,sshj,https://github.com/hierynomus/sshj,true,"Programatically use SSH, SCP or SFTP."
Networking,Libraries for building network servers.,TLS Channel,https://github.com/marianobarrios/tls-channel,true,"Implements a ByteChannel interface over SSLEngine, enabling easy-to-use"
Networking,Libraries for building network servers.,Undertow,http://undertow.io,false,Web server providing both blocking and non-blocking APIs based on NIO. Used as a network layer in WildFly.
Networking,Libraries for building network servers.,urnlib,https://github.com/slub/urnlib,true,"Represent, parse and encode URNs, as in RFC 2141."
ORM,APIs that handle the persistence of objects.,Apache Cayenne,https://cayenne.apache.org,false,"Provides a clean, static API for data access. Also includes a GUI Modeler for working with database mappings, and DB reverse engineering and generation."
ORM,APIs that handle the persistence of objects.,Doma,https://github.com/domaframework/doma,true,Database access framework that verifies and generates source code at compile time using annotation processing as well as native SQL templates called two-way SQL.
ORM,APIs that handle the persistence of objects.,Ebean,https://ebean.io,false,Provides simple and fast data access.
ORM,APIs that handle the persistence of objects.,EclipseLink,https://www.eclipse.org/eclipselink/,false,"Supports a number of persistence standards: JPA, JAXB, JCA and SDO."
ORM,APIs that handle the persistence of objects.,Hibernate,http://hibernate.org/orm/,false,"Robust and widely used, with an active community."
ORM,APIs that handle the persistence of objects.,MyBatis,https://github.com/mybatis/mybatis-3,true,Couples objects with stored procedures or SQL statements.
ORM,APIs that handle the persistence of objects.,Permazen,https://github.com/permazen/permazen,true,Language-natural persistence layer.
ORM,APIs that handle the persistence of objects.,SimpleFlatMapper,https://github.com/arnaudroger/SimpleFlatMapper,true,Simple database and CSV mapper.
PDF,Tools to help with PDF file creation.,Apache FOP,https://xmlgraphics.apache.org/fop/,false,Creates PDFs from XSL-FO.
PDF,Tools to help with PDF file creation.,Apache PDFBox,https://pdfbox.apache.org,false,Toolbox for creating and manipulating PDFs.
PDF,Tools to help with PDF file creation.,Dynamic Jasper,http://dynamicjasper.com,false,Abstraction layer to JasperReports.
PDF,Tools to help with PDF file creation.,DynamicReports,https://github.com/dynamicreports/dynamicreports,true,Simplifies JasperReports.
PDF,Tools to help with PDF file creation.,Eclipse BIRT,https://www.eclipse.org/birt,false,Report engine for creating PDF and other formats
PDF,Tools to help with PDF file creation.,flyingsaucer,https://github.com/flyingsaucerproject/flyingsaucer,true,XML/XHTML and CSS 2.1 renderer.
PDF,Tools to help with PDF file creation.,JasperReports,https://community.jaspersoft.com/project/jasperreports-library,false,Complex reporting engine.
PDF,Tools to help with PDF file creation.,Open HTML to PDF,https://github.com/danfickle/openhtmltopdf,true,Properly supports modern PDF standards based on flyingsaucer and Apache PDFBox.
PDF,Tools to help with PDF file creation.,OpenPDF,https://github.com/LibrePDF/OpenPDF,true,Open-source iText fork.
Performance analysis,Tools to help with PDF file creation.,honest-profiler,https://github.com/jvm-profiling-tools/honest-profiler,true,"Low-overhead, bias-free sampling profiler."
Performance analysis,Tools to help with PDF file creation.,jHiccup,https://github.com/giltene/jHiccup,true,Logs and records platform JVM stalls.
Performance analysis,Tools to help with PDF file creation.,JITWatch,https://github.com/AdoptOpenJDK/jitwatch,true,Analyze the JIT compiler optimisations made by the HotSpot JVM.
Performance analysis,Tools to help with PDF file creation.,JMH,http://openjdk.java.net/projects/code-tools/jmh/,false,"Harness for building, running, and analysing nano/micro/milli/macro benchmarks written in Java and other languages targeting the JVM."
Performance analysis,Tools to help with PDF file creation.,LatencyUtils,https://github.com/LatencyUtils/LatencyUtils,true,Utilities for latency measurement and reporting.
Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,BCEL,http://commons.apache.org/proper/commons-bcel/,false,Byte Code Engineering Library
Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,BeanUtils,http://commons.apache.org/proper/commons-beanutils/,false,Easy-to-use wrappers around the Java reflection and introspection APIs.
Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,BeanUtils2,http://commons.apache.org/sandbox/commons-beanutils2/,false,Redesign of Commons BeanUtils.
Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,BSF,http://commons.apache.org/proper/commons-bsf/,false,Bean Scripting Framework
Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Chain,http://commons.apache.org/proper/commons-chain/,false,Chain of Responsibility pattern implementation.
Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,ClassScan,http://commons.apache.org/sandbox/commons-classscan/,false,"Find Class interfaces, methods, fields, and annotations without loading."
Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,CLI,http://commons.apache.org/proper/commons-cli/,false,Command-line arguments parser.
Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,CLI2,http://commons.apache.org/sandbox/commons-cli2/,false,Redesign of Commons CLI.
Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Codec,http://commons.apache.org/proper/commons-codec/,false,"General encoding/decoding algorithms, e.g. phonetic, base64 or URL."
Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Collections,http://commons.apache.org/proper/commons-collections/,false,Extends or augments the Java Collections Framework.
Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Compress,http://commons.apache.org/proper/commons-compress/,false,"Defines an API for working with tar, zip and bzip2 files."
Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Configuration,http://commons.apache.org/proper/commons-configuration/,false,Reading of configuration/preferences files in various formats.
Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Convert,http://commons.apache.org/sandbox/commons-convert/,false,Commons-Convert aims to provide a single library dedicated to the task of converting an object of one type to another.
Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,CSV,http://commons.apache.org/proper/commons-csv/,false,Component for reading and writing comma separated value files.
Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Daemon,http://commons.apache.org/proper/commons-daemon/,false,Alternative invocation mechanism for unix-daemon-like java code.
Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,DBCP,http://commons.apache.org/proper/commons-dbcp/,false,Database connection pooling services.
Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,DbUtils,http://commons.apache.org/proper/commons-dbutils/,false,JDBC helper library.
Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Digester,http://commons.apache.org/proper/commons-digester/,false,XML-to-Java-object mapping utility.
Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Email,http://commons.apache.org/proper/commons-email/,false,Library for sending e-mail from Java.
Apache Commons,Frameworks that are suites of multiple libraries encompassing several categories.,Exec,http://commons.apache.org/proper/commons-exec/,false,API for dealing with external process execution and environment management in Java.
